sample_id,userid,sensor,body_part,side,sequence_length
98781,user11,smartwatch,hand,right,3500
98782,user11,smartwatch,hand,right,3500
98783,user11,smartwatch,hand,right,3500
98784,user11,smartwatch,hand,right,3500
98785,user11,smartwatch,hand,right,3500
98786,user11,smartwatch,hand,right,3500
98787,user11,smartwatch,hand,right,3500
98788,user11,smartwatch,hand,right,3500
98789,user11,smartwatch,hand,right,3500
98790,user11,smartwatch,hand,right,3500
98791,user11,smartwatch,hand,right,3500
98792,user11,smartwatch,hand,right,3500
98793,user11,smartwatch,hand,right,3500
98794,user11,smartwatch,hand,right,3500
98795,user11,smartwatch,hand,right,3500
98796,user11,smartwatch,hand,right,3500
98797,user11,smartwatch,hand,right,3500
98798,user11,smartwatch,hand,right,3500
98799,user11,smartwatch,hand,right,3500
98800,user11,smartwatch,hand,right,3500
98801,user11,smartwatch,hand,right,3500
98802,user11,smartwatch,hand,right,3500
98803,user11,smartwatch,hand,right,3500
98804,user11,smartwatch,hand,right,3500
98805,user11,smartwatch,hand,right,3500
98806,user11,smartwatch,hand,right,3500
98807,user11,smartwatch,hand,right,3500
98808,user11,smartwatch,hand,right,3500
98809,user11,smartwatch,hand,right,3500
98810,user11,smartwatch,hand,right,3500
98811,user11,smartwatch,hand,right,3500
98812,user11,smartwatch,hand,right,3500
98813,user11,smartwatch,hand,right,3500
98814,user11,smartwatch,hand,right,3500
98815,user11,smartwatch,hand,right,3500
98816,user11,smartwatch,hand,right,3500
98817,user11,smartwatch,hand,right,3500
98818,user11,smartwatch,hand,right,3500
98819,user11,smartwatch,hand,right,3500
98820,user11,smartwatch,hand,right,3500
98821,user11,smartwatch,hand,right,3500
98822,user11,smartwatch,hand,right,3500
98823,user11,smartwatch,hand,right,3500
98824,user11,smartwatch,hand,right,3500
98825,user11,smartwatch,hand,right,3500
98826,user11,smartwatch,hand,right,3500
98827,user11,smartwatch,hand,right,3500
98828,user11,smartwatch,hand,right,3500
98829,user11,smartwatch,hand,right,3500
98830,user11,smartwatch,hand,right,3500
98831,user11,smartwatch,hand,right,3500
98832,user11,smartwatch,hand,right,3500
98833,user11,smartwatch,hand,right,3500
98834,user11,smartwatch,hand,right,4000
98835,user11,smartwatch,hand,right,4000
98836,user11,smartwatch,hand,right,4000
98837,user11,smartwatch,hand,right,4000
98838,user11,smartwatch,hand,right,4000
98839,user11,smartwatch,hand,right,4000
98840,user11,smartwatch,hand,right,4000
98841,user11,smartwatch,hand,right,4000
98842,user11,smartwatch,hand,right,4000
98843,user11,smartwatch,hand,right,4000
98844,user11,smartwatch,hand,right,4000
98845,user11,smartwatch,hand,right,4000
98846,user11,smartwatch,hand,right,4000
98847,user11,smartwatch,hand,right,4000
98848,user11,smartwatch,hand,right,4000
98849,user11,smartwatch,hand,right,4000
98850,user11,smartwatch,hand,right,4000
98851,user11,smartwatch,hand,right,4000
98852,user11,smartwatch,hand,right,4000
98853,user11,smartwatch,hand,right,4000
98854,user11,smartwatch,hand,right,4000
98855,user11,smartwatch,hand,right,4000
98856,user11,smartwatch,hand,right,4000
98857,user11,smartwatch,hand,right,4000
98858,user11,smartwatch,hand,right,4000
98859,user11,smartwatch,hand,right,4000
98860,user11,smartwatch,hand,right,4000
98861,user11,smartwatch,hand,right,4000
98862,user11,smartwatch,hand,right,4000
98863,user11,smartwatch,hand,right,4000
98864,user11,smartwatch,hand,right,4000
98865,user11,smartwatch,hand,right,4000
98866,user11,smartwatch,hand,right,4000
98867,user11,smartwatch,hand,right,4000
98868,user11,smartwatch,hand,right,4000
98869,user11,smartwatch,hand,right,4000
98870,user11,smartwatch,hand,right,4000
98871,user11,smartwatch,hand,right,4000
98872,user11,smartwatch,hand,right,4000
98873,user11,smartwatch,hand,right,4000
98874,user11,smartwatch,hand,right,4000
98875,user11,smartwatch,hand,right,4000
98876,user11,smartwatch,hand,right,4000
98877,user11,smartwatch,hand,right,4000
98878,user11,smartwatch,hand,right,4000
98879,user11,smartwatch,hand,right,4000
98880,user11,smartwatch,hand,right,4000
98881,user11,smartwatch,hand,right,4000
98882,user11,smartwatch,hand,right,4000
98883,user11,smartwatch,hand,right,4000
98884,user11,smartwatch,hand,right,4000
98885,user11,smartwatch,hand,right,4000
98886,user11,smartwatch,hand,right,4000
98887,user11,smartwatch,hand,right,4000
98888,user11,smartwatch,hand,right,4000
98889,user11,smartwatch,hand,right,4000
98890,user11,smartwatch,hand,right,4000
98891,user11,smartwatch,hand,right,4000
98892,user11,smartwatch,hand,right,4000
98893,user11,smartwatch,hand,right,4000
98894,user11,smartwatch,hand,right,4000
98895,user11,smartwatch,hand,right,4000
98896,user11,smartwatch,hand,right,4000
98897,user11,smartwatch,hand,right,4000
98898,user11,vicon,foot,left,3000
98899,user11,vicon,foot,left,3000
98900,user11,vicon,foot,left,3000
98901,user11,vicon,foot,left,3000
98902,user11,vicon,foot,left,3000
98903,user11,vicon,foot,left,3000
98904,user11,vicon,foot,left,3000
98905,user11,vicon,foot,left,3000
98906,user11,vicon,foot,left,3000
98907,user11,vicon,foot,left,3000
98908,user11,vicon,foot,left,3000
98909,user11,vicon,foot,left,3000
98910,user11,vicon,foot,left,3000
98911,user11,vicon,foot,left,3000
98912,user11,vicon,foot,left,3000
98913,user11,vicon,foot,left,3000
98914,user11,vicon,foot,left,3000
98915,user11,vicon,foot,left,3500
98916,user11,vicon,foot,left,3500
98917,user11,vicon,foot,left,3500
98918,user11,vicon,foot,left,3500
98919,user11,vicon,foot,left,3500
98920,user11,vicon,foot,left,3500
98921,user11,vicon,foot,left,3500
98922,user11,vicon,foot,left,3500
98923,user11,vicon,foot,left,3500
98924,user11,vicon,foot,left,3500
98925,user11,vicon,foot,left,3500
98926,user11,vicon,foot,left,3500
98927,user11,vicon,foot,left,3500
98928,user11,vicon,foot,left,3500
98929,user11,vicon,foot,left,3500
98930,user11,vicon,foot,left,3500
98931,user11,vicon,foot,left,4000
98932,user11,vicon,foot,left,4000
98933,user11,vicon,foot,left,4000
98934,user11,vicon,foot,left,4000
98935,user11,vicon,foot,left,4000
98936,user11,vicon,foot,left,4000
98937,user11,vicon,foot,left,4000
98938,user11,vicon,foot,left,4000
98939,user11,vicon,foot,left,4000
98940,user11,vicon,foot,left,4000
98941,user11,vicon,foot,left,4000
98942,user11,vicon,foot,left,4000
98943,user11,vicon,foot,left,4000
98944,user11,vicon,foot,left,4000
98945,user11,vicon,foot,left,4000
98946,user11,vicon,foot,left,4000
98947,user11,vicon,hand,left,3000
98948,user11,vicon,hand,left,3000
98949,user11,vicon,hand,left,3000
98950,user11,vicon,hand,left,3000
98951,user11,vicon,hand,left,3000
98952,user11,vicon,hand,left,3000
98953,user11,vicon,hand,left,3000
98954,user11,vicon,hand,left,3000
98955,user11,vicon,hand,left,3000
98956,user11,vicon,hand,left,3000
98957,user11,vicon,hand,left,3000
98958,user11,vicon,hand,left,3000
98959,user11,vicon,hand,left,3000
98960,user11,vicon,hand,left,3000
98961,user11,vicon,hand,left,3500
98962,user11,vicon,hand,left,3500
98963,user11,vicon,hand,left,3500
98964,user11,vicon,hand,left,3500
98965,user11,vicon,hand,left,3500
98966,user11,vicon,hand,left,3500
98967,user11,vicon,hand,left,3500
98968,user11,vicon,hand,left,3500
98969,user11,vicon,hand,left,3500
98970,user11,vicon,hand,left,3500
98971,user11,vicon,hand,left,3500
98972,user11,vicon,hand,left,3500
98973,user11,vicon,hand,left,3500
98974,user11,vicon,hand,left,4000
98975,user11,vicon,hand,left,4000
98976,user11,vicon,hand,left,4000
98977,user11,vicon,hand,left,4000
98978,user11,vicon,hand,left,4000
98979,user11,vicon,hand,left,4000
98980,user11,vicon,hand,left,4000
98981,user11,vicon,hand,left,4000
98982,user11,vicon,hand,left,4000
98983,user11,vicon,hand,left,4000
98984,user11,vicon,hand,left,4000
98985,user11,vicon,hand,left,4000
98986,user11,vicon,foot,right,3000
98987,user11,vicon,foot,right,3000
98988,user11,vicon,foot,right,3000
98989,user11,vicon,foot,right,3000
98990,user11,vicon,foot,right,3000
98991,user11,vicon,foot,right,3000
98992,user11,vicon,foot,right,3000
98993,user11,vicon,foot,right,3000
98994,user11,vicon,foot,right,3000
98995,user11,vicon,foot,right,3000
98996,user11,vicon,foot,right,3000
98997,user11,vicon,foot,right,3000
98998,user11,vicon,foot,right,3000
98999,user11,vicon,foot,right,3000
99000,user11,vicon,foot,right,3000
99001,user11,vicon,foot,right,3000
99002,user11,vicon,foot,right,3000
99003,user11,vicon,foot,right,3000
99004,user11,vicon,foot,right,3000
99005,user11,vicon,foot,right,3500
99006,user11,vicon,foot,right,3500
99007,user11,vicon,foot,right,3500
99008,user11,vicon,foot,right,3500
99009,user11,vicon,foot,right,3500
99010,user11,vicon,foot,right,3500
99011,user11,vicon,foot,right,3500
99012,user11,vicon,foot,right,3500
99013,user11,vicon,foot,right,3500
99014,user11,vicon,foot,right,3500
99015,user11,vicon,foot,right,3500
99016,user11,vicon,foot,right,3500
99017,user11,vicon,foot,right,3500
99018,user11,vicon,foot,right,3500
99019,user11,vicon,foot,right,3500
99020,user11,vicon,foot,right,3500
99021,user11,vicon,foot,right,3500
99022,user11,vicon,foot,right,3500
99023,user11,vicon,foot,right,4000
99024,user11,vicon,foot,right,4000
99025,user11,vicon,foot,right,4000
99026,user11,vicon,foot,right,4000
99027,user11,vicon,foot,right,4000
99028,user11,vicon,foot,right,4000
99029,user11,vicon,foot,right,4000
99030,user11,vicon,foot,right,4000
99031,user11,vicon,foot,right,4000
99032,user11,vicon,foot,right,4000
99033,user11,vicon,foot,right,4000
99034,user11,vicon,foot,right,4000
99035,user11,vicon,foot,right,4000
99036,user11,vicon,foot,right,4000
99037,user11,vicon,foot,right,4000
99038,user11,vicon,foot,right,4000
99039,user11,vicon,foot,right,4000
99040,user11,vicon,hand,right,3000
99041,user11,vicon,hand,right,3000
99042,user11,vicon,hand,right,3000
99043,user11,vicon,hand,right,3000
99044,user11,vicon,hand,right,3000
99045,user11,vicon,hand,right,3000
99046,user11,vicon,hand,right,3000
99047,user11,vicon,hand,right,3000
99048,user11,vicon,hand,right,3000
99049,user11,vicon,hand,right,3000
99050,user11,vicon,hand,right,3000
99051,user11,vicon,hand,right,3000
99052,user11,vicon,hand,right,3000
99053,user11,vicon,hand,right,3000
99054,user11,vicon,hand,right,3000
99055,user11,vicon,hand,right,3000
99056,user11,vicon,hand,right,3000
99057,user11,vicon,hand,right,3500
99058,user11,vicon,hand,right,3500
99059,user11,vicon,hand,right,3500
99060,user11,vicon,hand,right,3500
99061,user11,vicon,hand,right,3500
99062,user11,vicon,hand,right,3500
99063,user11,vicon,hand,right,3500
99064,user11,vicon,hand,right,3500
99065,user11,vicon,hand,right,3500
99066,user11,vicon,hand,right,3500
99067,user11,vicon,hand,right,3500
99068,user11,vicon,hand,right,3500
99069,user11,vicon,hand,right,3500
99070,user11,vicon,hand,right,3500
99071,user11,vicon,hand,right,3500
99072,user11,vicon,hand,right,3500
99073,user11,vicon,hand,right,4000
99074,user11,vicon,hand,right,4000
99075,user11,vicon,hand,right,4000
99076,user11,vicon,hand,right,4000
99077,user11,vicon,hand,right,4000
99078,user11,vicon,hand,right,4000
99079,user11,vicon,hand,right,4000
99080,user11,vicon,hand,right,4000
99081,user11,vicon,hand,right,4000
99082,user11,vicon,hand,right,4000
99083,user11,vicon,hand,right,4000
99084,user11,vicon,hand,right,4000
99085,user11,vicon,hand,right,4000
99086,user11,vicon,hand,right,4000
99087,user11,vicon,hand,right,4000
99088,user11,smartwatch,hand,left,3000
99089,user11,smartwatch,hand,left,3000
99090,user11,smartwatch,hand,left,3000
99091,user11,smartwatch,hand,left,3000
99092,user11,smartwatch,hand,left,3000
99093,user11,smartwatch,hand,left,3000
99094,user11,smartwatch,hand,left,3000
99095,user11,smartwatch,hand,left,3000
99096,user11,smartwatch,hand,left,3000
99097,user11,smartwatch,hand,left,3000
99098,user11,smartwatch,hand,left,3000
99099,user11,smartwatch,hand,left,3000
99100,user11,smartwatch,hand,left,3000
99101,user11,smartwatch,hand,left,3000
99102,user11,smartwatch,hand,left,3000
99103,user11,smartwatch,hand,left,3000
99104,user11,smartwatch,hand,left,3000
99105,user11,smartwatch,hand,left,3000
99106,user11,smartwatch,hand,left,3000
99107,user11,smartwatch,hand,left,3000
99108,user11,smartwatch,hand,left,3000
99109,user11,smartwatch,hand,left,3000
99110,user11,smartwatch,hand,left,3000
99111,user11,smartwatch,hand,left,3000
99112,user11,smartwatch,hand,left,3000
99113,user11,smartwatch,hand,left,3000
99114,user11,smartwatch,hand,left,3000
99115,user11,smartwatch,hand,left,3000
99116,user11,smartwatch,hand,left,3000
99117,user11,smartwatch,hand,left,3000
99118,user11,smartwatch,hand,left,3000
99119,user11,smartwatch,hand,left,3000
99120,user11,smartwatch,hand,left,3000
99121,user11,smartwatch,hand,left,3500
99122,user11,smartwatch,hand,left,3500
99123,user11,smartwatch,hand,left,3500
99124,user11,smartwatch,hand,left,3500
99125,user11,smartwatch,hand,left,3500
99126,user11,smartwatch,hand,left,3500
99127,user11,smartwatch,hand,left,3500
99128,user11,smartwatch,hand,left,3500
99129,user11,smartwatch,hand,left,3500
99130,user11,smartwatch,hand,left,3500
99131,user11,smartwatch,hand,left,3500
99132,user11,smartwatch,hand,left,3500
99133,user11,smartwatch,hand,left,3500
99134,user11,smartwatch,hand,left,3500
99135,user11,smartwatch,hand,left,3500
99136,user11,smartwatch,hand,left,3500
99137,user11,smartwatch,hand,left,3500
99138,user11,smartwatch,hand,left,3500
99139,user11,smartwatch,hand,left,3500
99140,user11,smartwatch,hand,left,3500
99141,user11,smartwatch,hand,left,3500
99142,user11,smartwatch,hand,left,3500
99143,user11,smartwatch,hand,left,3500
99144,user11,smartwatch,hand,left,3500
99145,user11,smartwatch,hand,left,3500
99146,user11,smartwatch,hand,left,3500
99147,user11,smartwatch,hand,left,3500
99148,user11,smartwatch,hand,left,3500
99149,user11,smartwatch,hand,left,3500
99150,user11,smartwatch,hand,left,3500
99151,user11,smartwatch,hand,left,3500
99152,user11,smartwatch,hand,left,3500
99153,user11,smartwatch,hand,left,4000
99154,user11,smartwatch,hand,left,4000
99155,user11,smartwatch,hand,left,4000
99156,user11,smartwatch,hand,left,4000
99157,user11,smartwatch,hand,left,4000
99158,user11,smartwatch,hand,left,4000
99159,user11,smartwatch,hand,left,4000
99160,user11,smartwatch,hand,left,4000
99161,user11,smartwatch,hand,left,4000
99162,user11,smartwatch,hand,left,4000
99163,user11,smartwatch,hand,left,4000
99164,user11,smartwatch,hand,left,4000
99165,user11,smartwatch,hand,left,4000
99166,user11,smartwatch,hand,left,4000
99167,user11,smartwatch,hand,left,4000
99168,user11,smartwatch,hand,left,4000
99169,user11,smartwatch,hand,left,4000
99170,user11,smartwatch,hand,left,4000
99171,user11,smartwatch,hand,left,4000
99172,user11,smartwatch,hand,left,4000
99173,user11,smartwatch,hand,left,4000
99174,user11,smartwatch,hand,left,4000
99175,user11,smartwatch,hand,left,4000
99176,user11,smartwatch,hand,left,4000
99177,user11,smartwatch,hand,left,4000
99178,user11,smartwatch,hand,left,4000
99179,user11,smartwatch,hand,left,4000
99180,user11,smartwatch,hand,left,4000
99181,user11,smartwatch,hand,left,4000
99182,user11,smartwatch,hand,left,4000
99183,user11,smartwatch,hand,left,4000
99184,user11,smartwatch,hand,right,3000
99185,user11,smartwatch,hand,right,3000
99186,user11,smartwatch,hand,right,3000
99187,user11,smartwatch,hand,right,3000
99188,user11,smartwatch,hand,right,3000
99189,user11,smartwatch,hand,right,3000
99190,user11,smartwatch,hand,right,3000
99191,user11,smartwatch,hand,right,3000
99192,user11,smartwatch,hand,right,3000
99193,user11,smartwatch,hand,right,3000
99194,user11,smartwatch,hand,right,3000
99195,user11,smartwatch,hand,right,3000
99196,user11,smartwatch,hand,right,3000
99197,user11,smartwatch,hand,right,3000
99198,user11,smartwatch,hand,right,3000
99199,user11,smartwatch,hand,right,3000
99200,user11,smartwatch,hand,right,3000
99201,user11,smartwatch,hand,right,3000
99202,user11,smartwatch,hand,right,3000
99203,user11,smartwatch,hand,right,3000
99204,user11,smartwatch,hand,right,3000
99205,user11,smartwatch,hand,right,3000
99206,user11,smartwatch,hand,right,3000
99207,user11,smartwatch,hand,right,3000
99208,user11,smartwatch,hand,right,3000
99209,user11,smartwatch,hand,right,3000
99210,user11,smartwatch,hand,right,3000
99211,user11,smartwatch,hand,right,3000
99212,user11,smartwatch,hand,right,3000
99213,user11,smartwatch,hand,right,3000
99214,user11,smartwatch,hand,right,3000
99215,user11,smartwatch,hand,right,3000
99216,user11,smartwatch,hand,right,3500
99217,user11,smartwatch,hand,right,3500
99218,user11,smartwatch,hand,right,3500
99219,user11,smartwatch,hand,right,3500
99220,user11,smartwatch,hand,right,3500
99221,user11,smartwatch,hand,right,3500
99222,user11,smartwatch,hand,right,3500
99223,user11,smartwatch,hand,right,3500
99224,user11,smartwatch,hand,right,3500
99225,user11,smartwatch,hand,right,3500
99226,user11,smartwatch,hand,right,3500
99227,user11,smartwatch,hand,right,3500
99228,user11,smartwatch,hand,right,3500
99229,user11,smartwatch,hand,right,3500
99230,user11,smartwatch,hand,right,3500
99231,user11,smartwatch,hand,right,3500
99232,user11,smartwatch,hand,right,3500
99233,user11,smartwatch,hand,right,3500
99234,user11,smartwatch,hand,right,3500
99235,user11,smartwatch,hand,right,3500
99236,user11,smartwatch,hand,right,3500
99237,user11,smartwatch,hand,right,3500
99238,user11,smartwatch,hand,right,3500
99239,user11,smartwatch,hand,right,3500
99240,user11,smartwatch,hand,right,3500
99241,user11,smartwatch,hand,right,3500
99242,user11,smartwatch,hand,right,3500
99243,user11,smartwatch,hand,right,3500
99244,user11,smartwatch,hand,right,3500
99245,user11,smartwatch,hand,right,3500
99246,user11,smartwatch,hand,right,3500
99247,user11,smartwatch,hand,right,4000
99248,user11,smartwatch,hand,right,4000
99249,user11,smartwatch,hand,right,4000
99250,user11,smartwatch,hand,right,4000
99251,user11,smartwatch,hand,right,4000
99252,user11,smartwatch,hand,right,4000
99253,user11,smartwatch,hand,right,4000
99254,user11,smartwatch,hand,right,4000
99255,user11,smartwatch,hand,right,4000
99256,user11,smartwatch,hand,right,4000
99257,user11,smartwatch,hand,right,4000
99258,user11,smartwatch,hand,right,4000
99259,user11,smartwatch,hand,right,4000
99260,user11,smartwatch,hand,right,4000
99261,user11,smartwatch,hand,right,4000
99262,user11,smartwatch,hand,right,4000
99263,user11,smartwatch,hand,right,4000
99264,user11,smartwatch,hand,right,4000
99265,user11,smartwatch,hand,right,4000
99266,user11,smartwatch,hand,right,4000
99267,user11,smartwatch,hand,right,4000
99268,user11,smartwatch,hand,right,4000
99269,user11,smartwatch,hand,right,4000
99270,user11,smartwatch,hand,right,4000
99271,user11,smartwatch,hand,right,4000
99272,user11,smartwatch,hand,right,4000
99273,user11,smartwatch,hand,right,4000
99274,user11,smartwatch,hand,right,4000
99275,user11,smartwatch,hand,right,4000
99276,user11,smartwatch,hand,right,4000
99277,user11,vicon,hand,left,3000
99278,user11,vicon,hand,left,3000
99279,user11,vicon,hand,left,3000
99280,user11,vicon,hand,left,3000
99281,user11,vicon,hand,left,3000
99282,user11,vicon,hand,left,3000
99283,user11,vicon,hand,left,3500
99284,user11,vicon,hand,left,3500
99285,user11,vicon,hand,left,3500
99286,user11,vicon,hand,left,3500
99287,user11,vicon,hand,left,3500
99288,user11,vicon,hand,left,4000
99289,user11,vicon,hand,left,4000
99290,user11,vicon,hand,left,4000
99291,user11,vicon,hand,left,4000
99292,user11,vicon,hand,right,3000
99293,user11,vicon,hand,right,3000
99294,user11,vicon,hand,right,3000
99295,user11,vicon,hand,right,3000
99296,user11,vicon,hand,right,3500
99297,user11,vicon,hand,right,3500
99298,user11,vicon,hand,right,3500
99299,user11,vicon,hand,right,4000
99300,user11,vicon,hand,right,4000
99301,user11,vicon,hand,right,4000
99302,user11,smartwatch,hand,left,3000
99303,user11,smartwatch,hand,left,3000
99304,user11,smartwatch,hand,left,3000
99305,user11,smartwatch,hand,left,3000
99306,user11,smartwatch,hand,left,3000
99307,user11,smartwatch,hand,left,3000
99308,user11,smartwatch,hand,left,3000
99309,user11,smartwatch,hand,left,3000
99310,user11,smartwatch,hand,left,3000
99311,user11,smartwatch,hand,left,3000
99312,user11,smartwatch,hand,left,3000
99313,user11,smartwatch,hand,left,3000
99314,user11,smartwatch,hand,left,3000
99315,user11,smartwatch,hand,left,3000
99316,user11,smartwatch,hand,left,3000
99317,user11,smartwatch,hand,left,3000
99318,user11,smartwatch,hand,left,3000
99319,user11,smartwatch,hand,left,3000
99320,user11,smartwatch,hand,left,3000
99321,user11,smartwatch,hand,left,3000
99322,user11,smartwatch,hand,left,3000
99323,user11,smartwatch,hand,left,3000
99324,user11,smartwatch,hand,left,3000
99325,user11,smartwatch,hand,left,3000
99326,user11,smartwatch,hand,left,3000
99327,user11,smartwatch,hand,left,3000
99328,user11,smartwatch,hand,left,3000
99329,user11,smartwatch,hand,left,3000
99330,user11,smartwatch,hand,left,3000
99331,user11,smartwatch,hand,left,3000
99332,user11,smartwatch,hand,left,3000
99333,user11,smartwatch,hand,left,3000
99334,user11,smartwatch,hand,left,3000
99335,user11,smartwatch,hand,left,3000
99336,user11,smartwatch,hand,left,3000
99337,user11,smartwatch,hand,left,3000
99338,user11,smartwatch,hand,left,3000
99339,user11,smartwatch,hand,left,3000
99340,user11,smartwatch,hand,left,3000
99341,user11,smartwatch,hand,left,3000
99342,user11,smartwatch,hand,left,3000
99343,user11,smartwatch,hand,left,3000
99344,user11,smartwatch,hand,left,3000
99345,user11,smartwatch,hand,left,3000
99346,user11,smartwatch,hand,left,3000
99347,user11,smartwatch,hand,left,3000
99348,user11,smartwatch,hand,left,3000
99349,user11,smartwatch,hand,left,3000
99350,user11,smartwatch,hand,left,3000
99351,user11,smartwatch,hand,left,3000
99352,user11,smartwatch,hand,left,3000
99353,user11,smartwatch,hand,left,3000
99354,user11,smartwatch,hand,left,3000
99355,user11,smartwatch,hand,left,3000
99356,user11,smartwatch,hand,left,3000
99357,user11,smartwatch,hand,left,3000
99358,user11,smartwatch,hand,left,3000
99359,user11,smartwatch,hand,left,3000
99360,user11,smartwatch,hand,left,3000
99361,user11,smartwatch,hand,left,3000
99362,user11,smartwatch,hand,left,3000
99363,user11,smartwatch,hand,left,3000
99364,user11,smartwatch,hand,left,3000
99365,user11,smartwatch,hand,left,3000
99366,user11,smartwatch,hand,left,3000
99367,user11,smartwatch,hand,left,3000
99368,user11,smartwatch,hand,left,3000
99369,user11,smartwatch,hand,left,3000
99370,user11,smartwatch,hand,left,3000
99371,user11,smartwatch,hand,left,3000
99372,user11,smartwatch,hand,left,3000
99373,user11,smartwatch,hand,left,3000
99374,user11,smartwatch,hand,left,3000
99375,user11,smartwatch,hand,left,3000
99376,user11,smartwatch,hand,left,3000
99377,user11,smartwatch,hand,left,3000
99378,user11,smartwatch,hand,left,3000
99379,user11,smartwatch,hand,left,3000
99380,user11,smartwatch,hand,left,3000
99381,user11,smartwatch,hand,left,3000
99382,user11,smartwatch,hand,left,3000
99383,user11,smartwatch,hand,left,3000
99384,user11,smartwatch,hand,left,3000
99385,user11,smartwatch,hand,left,3000
99386,user11,smartwatch,hand,left,3000
99387,user11,smartwatch,hand,left,3000
99388,user11,smartwatch,hand,left,3000
99389,user11,smartwatch,hand,left,3000
99390,user11,smartwatch,hand,left,3000
99391,user11,smartwatch,hand,left,3000
99392,user11,smartwatch,hand,left,3000
99393,user11,smartwatch,hand,left,3000
99394,user11,smartwatch,hand,left,3000
99395,user11,smartwatch,hand,left,3000
99396,user11,smartwatch,hand,left,3000
99397,user11,smartwatch,hand,left,3000
99398,user11,smartwatch,hand,left,3000
99399,user11,smartwatch,hand,left,3000
99400,user11,smartwatch,hand,left,3000
99401,user11,smartwatch,hand,left,3000
99402,user11,smartwatch,hand,left,3000
99403,user11,smartwatch,hand,left,3500
99404,user11,smartwatch,hand,left,3500
99405,user11,smartwatch,hand,left,3500
99406,user11,smartwatch,hand,left,3500
99407,user11,smartwatch,hand,left,3500
99408,user11,smartwatch,hand,left,3500
99409,user11,smartwatch,hand,left,3500
99410,user11,smartwatch,hand,left,3500
99411,user11,smartwatch,hand,left,3500
99412,user11,smartwatch,hand,left,3500
99413,user11,smartwatch,hand,left,3500
99414,user11,smartwatch,hand,left,3500
99415,user11,smartwatch,hand,left,3500
99416,user11,smartwatch,hand,left,3500
99417,user11,smartwatch,hand,left,3500
99418,user11,smartwatch,hand,left,3500
99419,user11,smartwatch,hand,left,3500
99420,user11,smartwatch,hand,left,3500
99421,user11,smartwatch,hand,left,3500
99422,user11,smartwatch,hand,left,3500
99423,user11,smartwatch,hand,left,3500
99424,user11,smartwatch,hand,left,3500
99425,user11,smartwatch,hand,left,3500
99426,user11,smartwatch,hand,left,3500
99427,user11,smartwatch,hand,left,3500
99428,user11,smartwatch,hand,left,3500
99429,user11,smartwatch,hand,left,3500
99430,user11,smartwatch,hand,left,3500
99431,user11,smartwatch,hand,left,3500
99432,user11,smartwatch,hand,left,3500
99433,user11,smartwatch,hand,left,3500
99434,user11,smartwatch,hand,left,3500
99435,user11,smartwatch,hand,left,3500
99436,user11,smartwatch,hand,left,3500
99437,user11,smartwatch,hand,left,3500
99438,user11,smartwatch,hand,left,3500
99439,user11,smartwatch,hand,left,3500
99440,user11,smartwatch,hand,left,3500
99441,user11,smartwatch,hand,left,3500
99442,user11,smartwatch,hand,left,3500
99443,user11,smartwatch,hand,left,3500
99444,user11,smartwatch,hand,left,3500
99445,user11,smartwatch,hand,left,3500
99446,user11,smartwatch,hand,left,3500
99447,user11,smartwatch,hand,left,3500
99448,user11,smartwatch,hand,left,3500
99449,user11,smartwatch,hand,left,3500
99450,user11,smartwatch,hand,left,3500
99451,user11,smartwatch,hand,left,3500
99452,user11,smartwatch,hand,left,3500
99453,user11,smartwatch,hand,left,3500
99454,user11,smartwatch,hand,left,3500
99455,user11,smartwatch,hand,left,3500
99456,user11,smartwatch,hand,left,3500
99457,user11,smartwatch,hand,left,3500
99458,user11,smartwatch,hand,left,3500
99459,user11,smartwatch,hand,left,3500
99460,user11,smartwatch,hand,left,3500
99461,user11,smartwatch,hand,left,3500
99462,user11,smartwatch,hand,left,3500
99463,user11,smartwatch,hand,left,3500
99464,user11,smartwatch,hand,left,3500
99465,user11,smartwatch,hand,left,3500
99466,user11,smartwatch,hand,left,3500
99467,user11,smartwatch,hand,left,3500
99468,user11,smartwatch,hand,left,3500
99469,user11,smartwatch,hand,left,3500
99470,user11,smartwatch,hand,left,3500
99471,user11,smartwatch,hand,left,3500
99472,user11,smartwatch,hand,left,3500
99473,user11,smartwatch,hand,left,3500
99474,user11,smartwatch,hand,left,3500
99475,user11,smartwatch,hand,left,3500
99476,user11,smartwatch,hand,left,3500
99477,user11,smartwatch,hand,left,3500
99478,user11,smartwatch,hand,left,3500
99479,user11,smartwatch,hand,left,3500
99480,user11,smartwatch,hand,left,3500
99481,user11,smartwatch,hand,left,3500
99482,user11,smartwatch,hand,left,3500
99483,user11,smartwatch,hand,left,3500
99484,user11,smartwatch,hand,left,3500
99485,user11,smartwatch,hand,left,3500
99486,user11,smartwatch,hand,left,3500
99487,user11,smartwatch,hand,left,3500
99488,user11,smartwatch,hand,left,3500
99489,user11,smartwatch,hand,left,3500
99490,user11,smartwatch,hand,left,3500
99491,user11,smartwatch,hand,left,3500
99492,user11,smartwatch,hand,left,3500
99493,user11,smartwatch,hand,left,3500
99494,user11,smartwatch,hand,left,3500
99495,user11,smartwatch,hand,left,3500
99496,user11,smartwatch,hand,left,3500
99497,user11,smartwatch,hand,left,3500
99498,user11,smartwatch,hand,left,3500
99499,user11,smartwatch,hand,left,3500
99500,user11,smartwatch,hand,left,3500
